(data_096 "Timhaka ti sungule ku bvinyeka eka rhawundi ya vumune, nyimpi leyi a yi lweriwa eka Xikundzu.hwi, o minya byalwa." )
(data_097 "Nxavo wa byalwa no n'wi tshuva a wu kalanga wu nga n'wi tshuva," )
(data_098 "hi nkarhi wolowo u twile ku khwaxa halahaya mpfungwe." )
(data_099 "Xana a hi xihlawuhlawu lexi xi vangeke swidyoho swa muxaka lowu ke?" )
(data_100 "Xana Xikwembu xa ha ta ku rhandza hambi wena u nga xi rhandzi?" )
(data_101 "Loko hi ku mi nga yi ntirhweni va hi khomisa." )
(data_102 "Ku tile yena hi xiviri a ri ni mupfuni wa yena." )
(data_103 "Leswi ndzi nga wu kuma ntiyiso vuphukuphuku ndzi byi tshikile." )
(data_104 "Munhu wo fana na Nkanu mbuyangwana hi yena loyi a rhumiwa." )
(data_105 "Loko va tlherile hi sala hi te phyuphyee ku vula Mahleselahundza" )
(data_106 "Vuvabyi byi singula ku chava Xirilo byi n'wi sukela." )
(data_107 "Naswona a n'wi nyika ni swakudyanyana leswi a ri na swona." )
(data_108 "Nhloko mhaka yi fanele ku tsariwa ku sukela eka majini." )
(data_109 "Ku na xitatisi xin'we xa nkolo eka Xitsonga." )
(data_110 "Switwalana leswi i j na w." )
(data_111 "Vatukulu va ka Gaza hi Muzwayine," )
(data_112 "Jimu Xilovekelo hi Marivate," )
(data_113 "Mavala ya yingwe hi Mtombeni," )
(data_114 "man'wana ya matsalwa lawa hi lawa Aggrey wa Afrika hi Maboko." )
(data_115 "Fungha leswaku u swi vonaka eka buku leyi." )
(data_116 "Hlamusela kumbe kanela." )
(data_117 "Vutlhokovetseri." )
(data_118 "Switsalwana kumbe swirungulwana." )
(data_119 "Vuthekiniki hi leswi swi vuriwaka xithekiniki." )
(data_120 "Maendlele hi leswi swi vuriwaka ku endla swo karhi." )
(data_121 "Dyondzo hi leswi swi vuriwaka ku dyondza hi swo karhi." )
(data_122 "Nkondzo u nga tihundzuri phuphula ndzhengha wo tani." )
(data_123 "Heyi nandzuwe kasi a wu tlharihanga naa?" )
(data_124 "Swi ta endleka wena ndhunankulu." )
(data_125 "Timhaka to tano ti lulamisiwa hi vakhegulu va tiko." )
(data_126 "Muti wa vavanuna mina a wu ndzi tsakisi." )
(data_127 "Mi maphuphula vavanuna ndzin'wina." )
(data_128 "Namuntlha vukosi byi ku tsandzile wena Mongwe." )
(data_129 "Ntsena loko hi nwile tiphilisi hi khomiwa hi vurhongo bya rifu." )
(data_130 "Xana a wu swi tivi leswaku leswi u swi vulavulaka i thyaka xana?" )
(data_131 "Mavondo u lo na tlhoma tihlo exisakeni xa mimpfi hiloko ti n'wi sungula." )
(data_132 "Hayi u tiyisile Mhangwani." )
(data_133 "Magezi u fike a ku wa ndzi rhandza." )
(data_134 "Ndzi ambala swivunguvungu leswi hi mpfhuka kuva mina a nge si ndzi tshama ndzi swi ambala." )
(data_135 "Xitimela xi koka xi huma eJoni." )
(data_136 "Hi yena tatana laha tincuva hinkwato ti tlangiwaka kona." )
(data_137 "Hi yena wo yevula homu a ri yexe." )
(data_138 "Xifuva xa mina xi tele xi lo ntlwi hi mahungu ya timheho ta mune ta misava." )
(data_139 "Xana ndzi ta balekela kwihi ku ya kuma mihloti ya vavanuna." )
(data_140 "Nkarhi lowu hinkwawo a wu tiviwa hi vito ra Rirhandzu Xikoxa." )
(data_141 "Xihlangi lexi xi na miehleketo yo enta swinene." )
(data_142 "Ndzi vuye ndzi hlangana na vona hahani." )
(data_143 "Langutela u tiendla nala wa vutomi bya mina hi ku famba a vulavula mavun'wa." )
(data_144 "Mafurha ya halakile hinkwawo." )
(data_145 "Wena u tshemba ku yingisela mavun'wa ya ndhawu leyi." )
(data_146 "Tshinela u ta nuheta nyama leyi hikuva yi twala yi ngari kahle." )
(data_147 "Hlamalani u tiyimiserile ku pfuna vantima vo tala hi swa thekinoloji." )
(data_148 "Maxele u rhelerile a ya le hokweni ya tihuku." )
(data_149 "Mhisi a yi rhwele ni tshuri emutini wa Hlomani." )
(data_150 "Ina, swa antswa ndzi tivonela hi ndzexe." )
(data_151 "Loko Nxumalo a ri noyi a ngava a loya swin'we na muneri." )
(data_152 "Va ri wa ha vumbuluka ejele u yimele ku hayekiwa." )
(data_153 "Meno yakwe a ya ri ya ntima hikokwalaho ka ku guma fole." )
(data_154 "Loko u tsandzeka sweswi u ta va u tsandzekile." )
(data_155 "Hambileswi dyambu a ri sungula ni vusokoti Gezani u hisanile na rona." )
(data_156 "Loko a languta emilengeni a kandziyela byanyi lebyo leha tanihi socha." )
(data_157 "Wu kwihi nkumba lowuya wa mikhwati yo tshwuka." )
(data_158 "Hiloko va sungula mafenya ku hlekiwa." )
(data_159 "Ku sungule nyimpi yo pfumala ni muhlaleri." )
(data_160 "Xikolo xi fanele ku pfuriwa ku vula Vutlhari." )
(data_161 "Laha Afrika Dzonga na le Mozambiki rifu ro tani ri tele ngopfu." )
(data_162 "Nsikiti leyi a yi khandziya khumbi yi ku mhe ehansi." )
(data_163 "Hakunene vusweti byi onga malolo." )
(data_164 "Mi ta n'wi kuma xivaleni a latiwile ehansi." )
(data_165 "Ku ni munhu loyi a ha ku kumaka mpfumelelo wo nghena laha tikweni." )
(data_166 "Kutani a vona ku swihala ka xinghunghumani." )
(data_167 "Se ni rito ra Ndhwandhwe xilombe lexikulu a ri twakala." )
(data_168 "Mbhalati a a n'wi byele swin'wana hi yena na thicara." )
(data_169 "Ku tshwa nomo a hi ku karhata." )
(data_170 "Lowu i nkomiso wa ndlela yo tlanga no wina ntlangu wa bolo." )
(data_171 "Hi Hukuri ndzi ringetile leswaku swi endleka ku fikelela ku tsaka loku ndzi vonaka leswaku a ku tluriwi hi nchumu." )
(data_172 "Un'wana wa vadyondzisi lava a ri mufundhisi naswona u pasile tidyondzo ta vudokodela." )
(data_173 "Ntirho lowu a a wu endla malembe hikwawo loko ndzi ri endzele ndzhawu ya ka vona." )
(data_174 "Hasani kumbe va ku Risimati wa ka Hasani leswaku a nga vi na xivongo." )
(data_175 "Ku nga ri khale ku bvungunya radiyo hi vuyimbeleri bya varhandzani." )
(data_176 "Leswi Nyiko wa yena a nga tsakisa xiswona a swi hlamarisa hikuva a tshama a rhwele nomo." )
(data_177 "Misisi a yo haha yi ya hala ni hala." )
(data_178 "Ximakwa a famba a rhwalela mahlahla a ta tshivela ndzilo." )
(data_179 "Yi va peperha njhini yi famba yi ya va chicha." )
(data_180 "Ngoveni a karhi a bambateriwa ku hlekiwa swi nga heli." )
(data_181 "Nsovo Rikhotso a ri muongori exibedhlele xa ka Xiluvani." )
(data_182 "Risenga xi tshama xi n'wi vona kwihi mulungu." )
(data_183 "Ndzi ri sweswi vo ndzi wanuna hikuva ndzi ambale buruku" )
(data_184 "Loko n'hweti ya Mhawuri yi tshama exitulwini nyoka ya Nyanisi yo khoma." )
(data_185 "Vandyangu va paluxile leswaku movha ya vona yi tiviwa hi Tsatsawani" )
(data_186 "Futhi a ndzi yena Tsatsawani mina." )
(data_187 "Ndzi ri ku hlaya i ku twa khwiri ku pandza." )
(data_188 "Fana dyondzo ya maribye." )
(data_189 "Na kwale ka Mhinga kereke ya hina yi kona." )
(data_190 "Kumbe ndza xeweta Tatana Gama." )
(data_191 "Wena Gama vukosi bya wena byi ta dzudzeka ku kota mberha." )
(data_192 "Vutlhari bya xinhwanyetana lexi byi pye mano." )
(data_193 "Ndzi ri na muneri Khabereta ndzi ta n'wi tivisa mhaka leyi." )
(data_194 "Hlawula Bokisi wa yi vona nereta wa tshungula." )
(data_195 "Leswi hi leswi swi vuriwaka basari hi Xinghezi." )
(data_196 "Hinkwavo va tshamile va rhendzele mufundhisi." )
(data_197 "Kasi n'wina mi ta nwa rini tiyi mi ta hlamba mi ya ekerekeni." )
(data_198 "I sonto nimpundzu dyambu ra ha ku huma." )
(data_199 "Nkarhi i Mugqivela a ku si va nkarhi wa swakudya swa ninhlikanhi." )
(data_200 "Nkarhi i Musumbhunuku ni mpundzu." )
(data_201 "Hundzela le khixini eka mhani wa wena wa Mijaji." )
(data_202 "Swi lo yini mi ngo ta mi rhangisanile mi badhlelane na minyuku." )
(data_203 "Hina xibukwana xa Ntsan'wisi xa jogirafi hi ri a ho rombisa kunene." )
(data_204 "Dyambu ri rhengile swinene." )
(data_205 "Xana swi lo yini wa wena tatana a ngo ambala tinjhovo ke?" )
(data_206 "Mina ndzi tiva timanga ti rhandziwa hi timfenhe." )
(data_207 "Mkhacani a ringeta ku balekisela xihahampfhuphatsa ekule." )
(data_208 "Swi tano ni le ka ku yiveriwa kumbe ku kuma swilo hi vutsotsi." )
(data_209 "Loko movha wu suka kwalaho a wonge wu hava mavhilwa leswi a wu fambisa xiswona." )
(data_210 "Loko muyeni a huma exiyindlwanini a ku lo paa ephasejini," )
(data_211 "kambe xihahampflukaphatsa xi nga yimi." )
(data_212 "Mbilu ya yena yi ku gidhli a twa onge wa tshwa." )
(data_213 "Dlayani a nyika Wisani khume ra tirhandi a yimela cinci." )
(data_214 "Loko hi hambana va kongomile ematlhelo ya le Vabuxi." )
(data_215 "Wisani o riqingho thya a ya xavisela muxavi!" )
(data_216 "Minkarhi yin'wana mali yi tisa ntsako kasi hi tlhelo yi nga ha tisa mihloti." )
(data_217 "Xana hi lava ku rhukanela yini munhu wa malwandla ke?" )
(data_218 "Hlomani a gongondza hi rintiho enyangweni a lo whi!" )
(data_219 "Wena wo ndzi nyika mali ndzi famba." )
(data_220 "Xa swi vona leswaku xi lo ndzi pfuka." )
(data_221 "Ku chukuvanya ku kuma ndzhuti wo yima kona." )
(data_222 "Xana ha yini a nga nwi tekelanga ngopfu enhlokweni." )
(data_223 "Vutomi bya munhu a byi nchumu ku ri na mali." )
(data_224 "Yena muendli wa timhaka u kona." )
(data_225 "Kumbexana xihahampthukaphatsa xona a xi ta ringeta?" )
(data_226 "Muchayeri a a nga n'wi tivi Mageza wa kona." )
(data_227 "Ndzhwalo va ringeta emakatleni." )
(data_228 "Kumbexana no dlaya swi dlele sweswi?" )
(data_229 "Hakunene a ndzi hembi." )
(data_230 "Tafula a ri lo hontlo hi swithifathifa swo hambanahambana." )
(data_231 "Kambe mkapu a a ri ni rito ro lala." )
(data_232 "Emixweni wa Ravunharhu wolowo dyambu a ri xile ri swi lavile." )
(data_233 "Manghena u lo hatlana na Makaringe hi mahlo." )
(data_234 "Va te va ku phaphu vo kuma leswaku hala mahlweni a ku ta movha." )
(data_235 "Loko u ri khamba u nga ehleketi leswaku hinkwerhu hi vayivi." )
(data_236 "Ku dlaya mpasiso va nyika vathoriwa va minhlangano yo hlela." )
(data_237 "Loko u te kelu u ri le ingi hi loxo." )
(data_238 "Na yena u ta yi vona ndlela siku rin'wana." )
(data_239 "Akani muti wa n'wina hi vunene." )
(data_240 "Xihuku xa tatana mina ndzi ta ambala." )
(data_241 "Wa mahlo a ku khinsameriwa yena." )
(data_242 "Kambe xivutiso xi kona hi masiku xa ku yiwa kwihi?" )
(data_243 "Namuntlha dyambu ri xile ku hava loyi a tivaka tiko ra kona." )
(data_244 "Munhu u titwela hungu rakwe a ri swakwe." )
(data_245 "Hambi ku ala swi va tsandza kwihi?" )
(data_246 "Ndzi tshama ndzi languterile." )
(data_247 "Ku tixisa hi swa misava mina ndza ala." )
(data_248 "Ndzi tshonisa nhloti wa mbitsi." )
(data_249 "Hi mianakanyo swi olovile kasi e,e." )
(data_250 "Wo dya switshongo leswo yini swa ku ku koka na rinoko?" )
(data_251 "Vo xi landza hi patu." )
(data_252 "Hi xinkadyana a ko twakala juu!" )
(data_253 "Ta vusiwana byakwe hinkwato a te ti mphuu!" )
(data_254 "Tingana ta vusiwana ti hlongoriwile ti tiva no tiphata evanhwini." )
(data_255 "Xiritwana xinene ku xi twa u hloleriwile." )
(data_256 "Kun'wana a ku tlunya mahlo hi ku saseka ka ndhawu ya kona." )
(data_257 "Va forile va landzelelana." )
(data_258 "Kun'wana va kumile makhuwana." )
(data_259 "Xilebvu xa nhloko yo basa." )
(data_260 "Munhu xi hundzuka risokoti ku tikomba ku rhurile." )
(data_261 "Loko xi ku thamu ko twakala huwa." )
(data_262 "Ndhuma yenu yi pele minkova ni maganga." )
(data_263 "Mbewu leyi yi byaleni ni le ka vatukulu." )
(data_264 "Hinkwerhu hi swihefemuri swa kwala matini." )
(data_265 "Bya mina vutomi i bya kwala ko khwixi." )
(data_266 "Vabuti bawuri damu hinkwaro a ri ra vona." )
(data_267 "Loko vo ku kuma va to ku pfala nomo hi xihahati." )
(data_268 "Kambe hinkwaswo swo miyela." )
(data_269 "Ku hanya wa matimba laha ndzeni ka mati." )
(data_270 "Siku ku pasiwaka buti bawuri ndzi khakha ndzi huma ni nyuku." )
(data_271 "Mhaka ya risima i ku tiva mundzuku." )
(data_272 "Ndzi lahlekeriwile hi ntshembho." )
(data_273 "Onge mano ya kona a ya nga hetisekangi." )
(data_274 "Xana ndzi ngo hundzuka wa lunya namuntlha ke?" )
(data_275 "Khancu wanga wu karhele hi swiqhivi." )
(data_276 "Ndzi tsundzuxe laha ndzi hoxeke kona." )
(data_277 "Van'wana emakumu ya swona va humula va tlhela va nyuka." )
(data_278 "vuya ni vatukulu va mina." )
(data_279 "Loko dyambu ri kala ri ku pfhaa!" )
(data_280 "Vusiwana byi n'wi rhuma ekule." )
(data_281 "Vutomi bya ku tirhisa vuxaka bya karhata." )
(data_282 "Rirhandzu ri hundzuka risimu ra chela." )
(data_283 "Kambe n'wini u swi endle hi vutivi." )
(data_284 "Sweswi ndzi hefemulaka ndzi siya miehleketo endzhaku." )
(data_285 "Xana yena u baleka kwihi?" )
(data_286 "Loko timbyana ti vukula vutomi byi sungula ku nyenyetsa." )
(data_287 "Munhu u tshama a ri munhu." )
(data_288 "Thyaka hi rona ri susiwaka emirini." )
(data_289 "Hi masiku timbilu tinyingi ti le ndzeni ka makwanga." )
(data_290 "Kasi makasana a hi tata wa wena?" )
(data_291 "Swona Yingwani malume wa wena a nga kona ke?" )
(data_292 "Tikhorwise hi leswi u nyikiwa swona." )
(data_293 "one" )
(data_294 "two" )
(data_295 "three" )
(data_296 "four" )
(data_297 "five" )
(data_298 "six" )
(data_299 "seven" )
(data_300 "eight" )
(data_301 "nine" )
(data_302 "ten" )
(data_303 "zero" )
(data_304 "eleven" )
(data_305 "twelve" )
(data_306 "thirteen" )
(data_307 "fifteen" )
(data_308 "twenty" )
(data_309 "thirty" )
(data_310 "forty" )
(data_311 "hundred" )
(data_312 "thousand" )
(data_313 "million" )
(data_314 "Rand" )
(data_315 "Gauteng" )
