filename	sentence	grader	scores	scores_tones	scores_inserts	speaker	l1	other_languages	semesters_study	pre_uni_years	gender	age	residency	birthplace
10-14-002.wav	Abantu bafike nini?	104	1.01101101110111E+017	"[""8"", ""9""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
10-14-003.wav	Abantu bafike nini?	101	1.11111111111011E+017	"[""1""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
10-14-004.wav	Abantu bafike nini?	101	1.11111111111111E+017	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
10-14-004.wav	Abantu bafike nini?	102	1.11111111111111E+017	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
10-14-004.wav	Abantu bafike nini?	104	1.11111111111111E+017	"[""8"", ""9""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
10-14-005.wav	Abantu bafike nini?	101	1.11111111111111E+017	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
10-14-005.wav	Abantu bafike nini?	104	1.11111111111111E+017	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
10-14-006.wav	Abantu bafike nini?	101	1.11111111111111E+017	"[""8""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
10-14-007.wav	Abantu bafike nini?	102	1.11111111111111E+017	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
10-14-007.wav	Abantu bafike nini?	104	1.11111111111011E+017	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
10-14-008.wav	Abantu bafike nini?	102	1.11111111111111E+017	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
10-14-008.wav	Abantu bafike nini?	104	1.01111101111111E+017	"[""8"", ""9""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
10-14-009.wav	Abantu bafike nini?	104	1.01101101110111E+017	"[""8"", ""9""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
10-14-010.wav	Abantu bafike nini?	102	1.11111111111111E+017	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
10-14-011.wav	Abantu bafike nini?	104	1.01101101110111E+017	"[""0"", ""1"", ""2"", ""8"", ""9""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
10-14-012.wav	Abantu bafike nini?	104	1.01101101111111E+017	"[""8"", ""9""]"	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
100-8-001.wav	Abafo bayabafuna odade namuhla.	101	1.11111111111111E+028	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
100-8-002.wav	Abafo bayabafuna odade namuhla.	104	1.11111011101111E+028	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
100-8-003.wav	Abafo bayabafuna odade namuhla.	102	1.11111111100111E+028	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
100-8-003.wav	Abafo bayabafuna odade namuhla.	104	1.01111011111111E+028	"[""0"", ""1"", ""2"", ""10"", ""11"", ""12""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
100-8-004.wav	Abafo bayabafuna odade namuhla.	101	1.11111111100111E+028	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
100-8-004.wav	Abafo bayabafuna odade namuhla.	104	1.11111111111111E+028	"[""11"", ""12""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
100-8-005.wav	Abafo bayabafuna odade namuhla.	104	1.11111111111111E+028	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
100-8-006.wav	Abafo bayabafuna odade namuhla.	101	1.11111111111111E+028	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
100-8-006.wav	Abafo bayabafuna odade namuhla.	102	1.11111111111111E+028	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
100-8-006.wav	Abafo bayabafuna odade namuhla.	104	1.11111111111111E+028	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
100-8-007.wav	Abafo bayabafuna odade namuhla.	104	1.11111111100111E+028	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
100-8-008.wav	Abafo bayabafuna odade namuhla.	101	1.11111111111111E+028	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
100-8-008.wav	Abafo bayabafuna odade namuhla.	104	1.1111101110111E+028	"[""1"", ""2""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
100-8-009.wav	Abafo bayabafuna odade namuhla.	104	1.01111011100111E+028	"[""6"", ""7"", ""15"", ""16""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
100-8-010.wav	Abafo bayabafuna odade namuhla.	104	1.01111011101111E+028	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
100-8-011.wav	Abafo bayabafuna odade namuhla.	104	1.10101011101111E+028	"[""1"", ""2"", ""7"", ""8"", ""15"", ""16""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
100-8-012.wav	Abafo bayabafuna odade namuhla.	104	1.11111011101111E+028	"[""1"", ""2"", ""4"", ""5"", ""6"", ""7""]"	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
101-9-001.wav	Niyangihleka futhi?	101	111111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
101-9-001.wav	Niyangihleka futhi?	104	111111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
101-9-002.wav	Niyangihleka futhi?	101	111111110111111	"[""3""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
101-9-002.wav	Niyangihleka futhi?	102	111111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
101-9-003.wav	Niyangihleka futhi?	104	11100110111111	"[""2"", ""4"", ""6"", ""7""]"	"[""1""]"	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
101-9-004.wav	Niyangihleka futhi?	101	111111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
101-9-005.wav	Niyangihleka futhi?	101	111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
101-9-006.wav	Niyangihleka futhi?	102	111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
101-9-006.wav	Niyangihleka futhi?	104	111111111111111	"[""6"", ""7""]"	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
101-9-007.wav	Niyangihleka futhi?	104	111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
101-9-008.wav	Niyangihleka futhi?	101	111111111111111	"[""1""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
101-9-009.wav	Niyangihleka futhi?	104	111111111111111	[]	"[""4""]"	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
101-9-010.wav	Niyangihleka futhi?	102	111111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
101-9-011.wav	Niyangihleka futhi?	104	111110110111111	[]	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
101-9-012.wav	Niyangihleka futhi?	102	11101111111111	"[""0"", ""2""]"	"[""0""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
102-18-001.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11001011111111E+033	"[""16"", ""17""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
102-18-002.wav	Izigqoko zimbi kodwa izingubo zinhle.	101	1.11111111111111E+033	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
102-18-003.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11111101111111E+033	"[""2""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
102-18-004.wav	Izigqoko zimbi kodwa izingubo zinhle.	102	1.11101111111111E+033	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
102-18-004.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11000111111111E+033	"[""16"", ""17""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
102-18-005.wav	Izigqoko zimbi kodwa izingubo zinhle.	101	1.11111111111111E+033	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
102-18-005.wav	Izigqoko zimbi kodwa izingubo zinhle.	102	1.11111111111111E+033	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
102-18-005.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11111111111111E+033	"[""2"", ""11"", ""12"", ""13"", ""14"", ""16"", ""17""]"	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
102-18-006.wav	Izigqoko zimbi kodwa izingubo zinhle.	101	1.11111111111111E+033	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
102-18-006.wav	Izigqoko zimbi kodwa izingubo zinhle.	102	1.11111111111111E+033	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
102-18-006.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11111111111111E+033	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
102-18-007.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11111111111111E+033	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
102-18-008.wav	Izigqoko zimbi kodwa izingubo zinhle.	101	1.11001011111111E+033	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
102-18-008.wav	Izigqoko zimbi kodwa izingubo zinhle.	102	1.11101111111111E+033	[]	"[""4"", ""16""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
102-18-009.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11001111111111E+033	"[""0"", ""1"", ""2"", ""3"", ""11"", ""12"", ""13"", ""14"", ""17""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
102-18-010.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11011111111111E+033	"[""0"", ""1"", ""2"", ""3"", ""5"", ""6"", ""11"", ""12"", ""13"", ""14"", ""16"", ""17""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
102-18-011.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11011111111111E+033	"[""0"", ""1"", ""2"", ""11"", ""12"", ""13"", ""14""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
102-18-012.wav	Izigqoko zimbi kodwa izingubo zinhle.	104	1.11111111111111E+033	"[""11"", ""12"", ""13"", ""14"", ""16"", ""17""]"	"[""9"", ""29""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
103-16-001.wav	Inkanyezi iyokhanya.	101	1101111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
103-16-001.wav	Inkanyezi iyokhanya.	104	1101111111111111	"[""5"", ""6"", ""7"", ""8""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
103-16-002.wav	Inkanyezi iyokhanya.	101	1101111111111111	"[""1""]"	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
103-16-003.wav	Inkanyezi iyokhanya.	101	1101111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
103-16-003.wav	Inkanyezi iyokhanya.	104	1101111111111111	"[""2"", ""3"", ""6"", ""7"", ""8""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
103-16-004.wav	Inkanyezi iyokhanya.	101	1111111110111111	[]	"[""9""]"	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
103-16-004.wav	Inkanyezi iyokhanya.	104	1111111111111111	[]	"[""8""]"	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
103-16-005.wav	Inkanyezi iyokhanya.	101	1111111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
103-16-005.wav	Inkanyezi iyokhanya.	104	1111111111111111	"[""7"", ""8""]"	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
103-16-006.wav	Inkanyezi iyokhanya.	101	1111111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
103-16-007.wav	Inkanyezi iyokhanya.	104	1111111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
103-16-008.wav	Inkanyezi iyokhanya.	101	1101111111111111	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
103-16-008.wav	Inkanyezi iyokhanya.	102	1101111111111111	"[""1""]"	"[""2""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
103-16-008.wav	Inkanyezi iyokhanya.	104	1101111111111111	"[""7"", ""8""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
103-16-009.wav	Inkanyezi iyokhanya.	102	1111111111111111	[]	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
103-16-009.wav	Inkanyezi iyokhanya.	104	1101111111111111	"[""7"", ""8""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
103-16-010.wav	Inkanyezi iyokhanya.	104	1111111111110111	"[""0"", ""1"", ""2"", ""3"", ""5"", ""6"", ""8""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
103-16-011.wav	Inkanyezi iyokhanya.	104	1101111111111101	"[""2"", ""3"", ""6"", ""7"", ""8""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
103-16-012.wav	Inkanyezi iyokhanya.	102	1111111111001011	[]	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
104-10-001.wav	Ngiyalifuna ihhashi manje.	101	1.11111111111011E+021	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
104-10-001.wav	Ngiyalifuna ihhashi manje.	104	1.11111111111111E+021	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
104-10-002.wav	Ngiyalifuna ihhashi manje.	101	1.11111111111011E+021	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
104-10-002.wav	Ngiyalifuna ihhashi manje.	104	1.11111111111011E+021	"[""2"", ""3"", ""4"", ""10"", ""11""]"	"[""0""]"	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
104-10-003.wav	Ngiyalifuna ihhashi manje.	101	1.11111111111111E+021	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
104-10-003.wav	Ngiyalifuna ihhashi manje.	102	1.11111111111111E+021	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
104-10-004.wav	Ngiyalifuna ihhashi manje.	101	1.11111111111111E+021	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
104-10-004.wav	Ngiyalifuna ihhashi manje.	102	1.11111111111111E+021	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
104-10-004.wav	Ngiyalifuna ihhashi manje.	104	1.11111111111111E+021	"[""0""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
104-10-005.wav	Ngiyalifuna ihhashi manje.	101	1.11111111111111E+021	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
104-10-006.wav	Ngiyalifuna ihhashi manje.	101	1.11111111111111E+021	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
104-10-007.wav	Ngiyalifuna ihhashi manje.	104	1.11111111111111E+021	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
104-10-008.wav	Ngiyalifuna ihhashi manje.	101	1.11111111111E+021	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
104-10-008.wav	Ngiyalifuna ihhashi manje.	102	1.1111111111101E+021	"[""7"", ""8""]"	"[""0"", ""12"", ""14""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
104-10-008.wav	Ngiyalifuna ihhashi manje.	104	1.1111111111101E+021	[]	"[""0""]"	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
104-10-009.wav	Ngiyalifuna ihhashi manje.	104	1.00111111111111E+020	"[""10"", ""11""]"	"[""0""]"	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
104-10-010.wav	Ngiyalifuna ihhashi manje.	104	1.11111111111011E+021	"[""10"", ""11""]"	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
104-10-011.wav	Ngiyalifuna ihhashi manje.	104	1.1111111111101E+021	"[""3"", ""4"", ""10"", ""11""]"	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
104-10-012.wav	Ngiyalifuna ihhashi manje.	102	1.11111111111111E+021	[]	"[""0""]"	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
105-13-001.wav	Ungahlebi abantu.	104	11101111111111	"[""2"", ""3""]"	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
105-13-002.wav	Ungahlebi abantu.	101	11111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
105-13-003.wav	Ungahlebi abantu.	101	11111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
105-13-003.wav	Ungahlebi abantu.	104	11111011101111	"[""6"", ""7""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
105-13-004.wav	Ungahlebi abantu.	102	11111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
105-13-004.wav	Ungahlebi abantu.	104	10111111111111	"[""2"", ""3""]"	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
105-13-005.wav	Ungahlebi abantu.	101	11111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
105-13-005.wav	Ungahlebi abantu.	104	10111111111111	[]	[]	5	siswati	English; isizulu	1	0	F	19	Durban, South Africa	Mpumalanga, South Africa
105-13-006.wav	Ungahlebi abantu.	101	11111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
105-13-006.wav	Ungahlebi abantu.	102	11111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
105-13-006.wav	Ungahlebi abantu.	104	11111111111111	[]	[]	6	Xhosa	English	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
105-13-007.wav	Ungahlebi abantu.	104	11111111111111	[]	[]	7	Xhosa	English;isiZulu	1	0	M	21	Durban, South Africa	Eastern Cape, South Africa
105-13-008.wav	Ungahlebi abantu.	101	11101111111101	[]	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
105-13-008.wav	Ungahlebi abantu.	102	11111111111111	"[""1""]"	[]	8	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
105-13-009.wav	Ungahlebi abantu.	104	11011011101111	"[""2"", ""3"", ""5"", ""6"", ""7""]"	[]	9	English	Afrikaans;isiZulu	1	0	F	18	Durban, South Africa	Durban, South Africa
105-13-010.wav	Ungahlebi abantu.	104	11111111111111	[]	[]	10	English	Afrikaans;isiZulu;siXhosa	1	0	M	19	Durban, South Africa	Riyadh, Saudi Arabia
105-13-011.wav	Ungahlebi abantu.	104	11111011101111	[]	[]	11	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
105-13-012.wav	Ungahlebi abantu.	104	1100001101111	"[""5"", ""6"", ""7""]"	[]	12	English	Afrikaans;isiZulu	3	2	M	19	Durban, South Africa	Durban, South Africa
106-10-001.wav	Amazinyo makhulu.	101	11111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
106-10-001.wav	Amazinyo makhulu.	102	11111111111111	[]	[]	1	English	Afrikaans;isiZulu	3	0	F	19	Durban, South Africa	Durban, South Africa
106-10-002.wav	Amazinyo makhulu.	101	11111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
106-10-002.wav	Amazinyo makhulu.	104	11111111111111	[]	[]	2	English	Afrikaans;isiZulu	3	5	F	19	Durban, South Africa	Pietermaritzburg, South Africa
106-10-003.wav	Amazinyo makhulu.	101	11111111111111	[]	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
106-10-003.wav	Amazinyo makhulu.	104	11111111111111	"[""7""]"	[]	3	English	Afrikaans;isiZulu	3	1	F	20	Durban, South Africa	Durban, South Africa
106-10-004.wav	Amazinyo makhulu.	101	11111111111111	[]	[]	4	siswati	English; isizulu	1	0	F	18	Durban, South Africa	Mpumalanga, South Africa
